root,meaning,origin,sample_words
"ten-, ton- (ΤΑΝ)",stretch,Greek,"anhemitonic, atelectasis, atonic, atritonic, barytone, catatonia, catatoniac, catatonic, decatonic, diatonic, ditone, dodecatonic, dystonia, ectasia, enneatonic, entasia, entasis, epitasis, hemitonia, hemitonic, heptatonic, hexatonic, hyperisotonic, hypertonia, hypertonic, hypotenuse, hypotonia, hypotonic, isotonic, microtone, monotone, monotonic, monotonous, monotony, neoteny, octatonic, oxytone, paroxytone, pentatonic, peritoneum, polytonic, proparoxytone, protasis, pyelectasis, syntonic, tetanolysin, tetanospasmin, tetanus, tetany, tetratonic, tone, tonic, tonoplast, tritonic, tune"
"ten-, -tin-, tent-, tain-, tinu-","hold, keep",Latin,"abstain, abstention, abstinence, abstinent, appertain, appertinent, appurtenance, appurtenant, contain, containment, content, contentive, contentment, continence, continent, continental, continual, continuance, continuant, continuation, continuative, continue, continuity, continuous, continuum, contratenor, countenance, detain, detainder, detainee, detainer, detainment, detention, detinue, discontent, discontentment, discontinuance, discontinuation, discontinue, discontinuity, discontinuous, entertain, entertainment, equicontinuity, equicontinuous, impertinence, impertinent, incontinence, incontinent, intenible, intercontinental, irretentive, lieutenant, maintain, maintenance, malcontent, obtain, obtainment, obtention, pertain, pertinacious, pertinacity, pertinence, pertinent, purtenance, reobtain, retain, retainer, retainment, retention, retentive, retinue, se-tenant, sustenance, sustentacular, sustentaculum, sustentation, sustention, tenable, tenace, tenacious, tenacity, tenancy, tenant, tenet, tenor, tenure, tenurial, tenuto, transcontinental"
"tend-, tens-","stretch, strain",Latin,"ambitendency, attempt, attend, attendee, attent, attention, attentive, coextend, coextension, coextensive, contend, contention, contentious, detent, détente, distend, distension, distent, distention, entendre, entente, extend, extensible, extension, extensional, extensionality, extensive, extensivity, extensor, extent, inattention, inattentive, inextensible, intend, intense, intensification, intension, intensional, intensity, intensive, intent, obtend, obtension, ostensible, ostension, ostensive, ostensory, ostent, ostentation, ostentatious, portend, portension, portent, portentous, pretend, pretense, pretension, subtend, subtense, superintend, superintendency, superintendent, tempt, temptation, tend, tendency, tendential, tendentious, tender, tense, tensible, tensile, tensility, tension, tensure, tent, tentacle, tentacular, tentage, tentation, tentative, tentiginous, tentorium"
tenu-,"slender, thin",Latin,"attenuate, extenuate, tenuous"
tep-,be warm,Latin,"subtepid, tepefaction, tepid, tepidarium, tepidity, tepor"
"ter-, trit-","rub, wear",Latin,"attrition, contrite, contrition, detriment, detrimental, detrital, detrition, detritivore, detritivorous, detritus, retriment, tribulation, trite, triturate, trituration, triture"
tere-,guard,Greek,synteresis
teret-,rounded,Latin,"subterete, teretial"
"terg-, ters-",wipe,Latin,"absterge, abstergent, abstersion, abstersive, deterge, detergency, detergent, terse"
termin-,"boundary, limit, end",Latin,"determine, interminable, terminal, termination"
tern-,three each,Latin,"ternary, ternion"
terr-,earth,Latin,"inter, subterranean, terrace, terracotta, terrain, terrarium, terrestrial, territory"
terti-,third,Latin,"tertian, tertiary"
test-,witness,Latin,"attest, contest, detest, protest, testament, testify, testimony"
tetart-,fourth,Greek,"tetartanopsia, tetartohedric"
tetr-,four,Greek,"diatessaron, tetragon, tetrahedron, tetralogy, tetrameter, tetraphobia, tetrapod, tetrode"
teuch-,make,Greek,"Heptateuch, octateuch, Pentateuch"
"tex-, text-",weave,Latin,"context, subtle, pretext, text, textile, texture"
thalam-,"chamber, bed",Greek,"epithalamion, hypothalamus, prothalamion, thalamotomy, thalamus"
thalass-,sea,Greek,"Panthalassa, thalassemia, thalassic, thalassophobia"
than- (ΘΑΝ),death,Greek,"euthanasia, thanatocoenosis, thanatoid, thanatology, thanatophobia, thanatophoric, thanatopsis"
thaumat-,miracle,Greek,"thaumatology, thaumaturge, thaumaturgy"
"the-, thus-",god,Greek,"atheism, atheistic, ditheism, enthusiasm, monotheism, Pantheon, polytheism, Thea, theobromine, theocracy, theodicy, Theodore, theogony, theology, theophobia, Timothy, tritheism"
the- (ΘΕ),put,Greek,"anathema, anathematic, antithesis, antithetic, apothecium, athematic, Bibliotheca, bodega, boutique, deem, doom, enthesis, enthetic, epenthesis, epenthetic, epitheca, epithet, hypothec, hypothesis, monothematic, nomothetic, oligosynthetic, parenthesis, parenthetic, polysynthetic, prosthesis, prosthetic, prothesis, prothetic, pseudothecium, synthesis, synthetic, theca, thecium, thematic, theme, Themis, thesaurus, thesis, treasure"
thea-,view,Greek,"amphitheatre, metatheatre, theatre, theatric"
thel-,nipple,Greek,"athelia, endothelium, epithelium, mesothelioma, mesothelium, thelium, thelial"
theori-,speculation,Greek,"theorem, theoretic, theorist, theorize, theory"
ther-,"beast, animal",Greek,"therapsid, therianthropy, theroid, theropod, theropsid"
therap-,serve,Greek,"therapeutic, therapist, therapy"
therm-,"heat, warm",Greek,"thermal, athermancy, diathermancy, ectotherm, endotherm, endothermic, exothermic, geothermic, homeothermy, hyperthermia, hypothermia, isotherm, poikilotherm, thermobaric, thermochromism, thermodynamic, thermolysis, thermometer, thermophilic, thermophobia, thermoplastic, thermoplegia, thermos, thermosphere, thermostat, thermostatic"
thig- (ΘΙΓ),touch,Greek,"antithixotropic, thigmonasty, thigmotaxis, thixotropic, thixotropy"
thorac-,chest,Greek,"hemothorax, pneumothorax, thoracic, thorax"
thym-,mood,Greek,"cyclothymia, dysthymia, euthymia, hyperthymia"
thyr-,door,Greek,thyratron
thyre-,large shield,Greek,"Thyreophora, thyroid, thyrotropin, thyroxine"
tim-,be afraid,Latin,"timid, timorous"
"ting-, tinct- (TING)","dye, moisten",Latin,"aquatint, distain, mezzotint, tinct, tinctorial, tincture, tinge, tingent, tint"
tom-,cut,Greek,"anatomy, appendectomy, atom, dichotomy, ectomy, embolectomy, tome, tonsillectomy, vasectomy"
ton- (ΤΑΝ),stretch,Greek,"isotonic, monotone, tone"
top-,"place, location",Greek,"atopic, atopy, dystopia, ectopia, ectopic, entopic, epitope, eutopia, isotope, nomotopic, polytope, topiary, topic, topography, topology, toponomastics, toponym, toponymy, topos, utopia, zonotope"
torn-,"turn, rotate",Latin from Greek,"tornado, tournament, turn"
torpe-,be numb,Latin,"torpent, torpid, torpor"
"torqu-, tort-",twist,Latin,"contort, distort, extort, extortion, retort, torque, torsion, tortuous, torture"
tot-,"all, whole",Latin,"subtotal, total, totality"
tox-,"arrow, bow, poison",Greek,"anatoxin, antitoxin, autotoxin, exotoxin, intoxicate, neurotoxin, psychotoxic, toxic, toxin, toxoid, toxology, toxoplasmosis"
trab-,beam,Latin,trabeculae
trach-,rough,Greek,"trachea, tracheids, tracheitis, tracheophyte, tracheostomy, tracheotomy, trachoma"
trag-,he-goat,Greek,"tragedy, tragic, tragus"
"trah-, tract-","draw, pull",Latin,"abstract, attract, contract, detract, retract, subtract, subtrahend, tractable, traction, tractor"
"trans-, tra-, tran-",across,Latin,"intransigent, tradition, transact, transcend, transient, transitory, transparent, transport"
trapez-,"four- legged, table",Greek,"trapeze, trapezium, trapezius, trapezohedron, trapezoid"
traum-,wound,Greek,"trauma, traumatic, traumatize, traumatophobia"
trecent-,three hundred,Latin,"trecentennial, trecentillion"
"trech-, troch-","run, wheel",Greek,"ditrochee, epitrochoid, hypotrochoid, trochaic, trochanter, trochee, trochelminth, trochlea, trochophore, trochoid"
tredec-,thirteen,Latin,tredecimal
treiskaidek-,thirteen,Greek,"triskaidekaphobia, triskaidecagon"
trem-,tremble,Latin,tremor
trema-,hole,Greek,"monotrematous, monotreme, trema, tréma, trematode"
"trep-, trop-",turn,Greek,"allotrope, anisotropy, Atropos, ectropion, entropic, entropion, entropy, heliotropism, isentropic, isotrope, isotropic, isotropy, pleiotropic, pleiotropy, polytrope, protrepsis, protreptic, psychotropic, treponeme, treponematosis, treponemiasis, trope, tropic, tropism, tropopause, troposphere, trove"
"treph-, troph-","feed, grow",Greek,"amyotrophic, atrophy, autotroph, auxotrophy, chemolithoautotroph, dystrophy, hemidystrophy, heterotroph, hypertrophy, lithoautotroph, lithotroph, mixotroph, organotroph, phagotrophy, photoheterotroph, phototroph, phototrophic, phototrophy, pogonotrophy, poliodystrophy, prototrophy, trophectoderm, trophic, trophobiosis, trophobiotic, trophoblast, trophoblastic, trophozoite"
trepid-,tremble,Latin,"intrepid, trepid, trepidation"
tri-,three,Greek,"atritonic, triad, triadic, Triassic, tricycle, trigon, triode, tripod, trisyllabic, tritonic"
tri-,three,Latin,"triangle, triumvirate, trivia"
"trib-, tript-",rub,Greek,"diatribe, tribochromism, tribology, trypsin, tryptic"
tribu-,pay,Latin,"attribute, contribute,distribute, retribution, tribe, tribulation, tribunal, tribune, tributary, tribute"
tricen-,thirty each,Latin,tricenary
"tricesim-, trigesim-",thirtieth,Latin,trigesimal
trich-,hair,Greek,"peritrichous, trichopathophobia, Trichoptera"
trin-,three each,Latin,"trinary, trine, trinity"
trit-,third,Greek,"tritagonist, tritanomaly, tritanopia, trite, tritium"
tritic-,wheat,Latin,triticale
troch-,wheel,Greek,trochlea
trop-,turn,Greek,"contrive, heliotropism, isotrope, psychotropic, retrieve, trope, tropic, tropism, troposphere, troubadour, trove"
troph-,"feed, grow",Greek,"dystrophy, pogonotrophy, trophic"
truc-,fierce,Latin,"truculence, truculency, truculent"
"trud-, trus-",thrust,Latin,"abstrude, abstruse, abstrusion, abstrusity, detrude, detrusion, detrusor, extrude, extrusible, extrusion, extrusive, inobtrusive, intrude, intrusion, intrusive, nonintrusive, obtrude, obtrusion, obtrusive, protrude, protrudent, protrusile, protrusion, protrusive, retrude, retruse, retrusion, retrusive"
trunc-,cut off,Latin,"detruncate, detruncation, entrench, entrenchment, intrench, intrenchment, obtruncate, obtruncation, omnitruncation, retrench, retrenchment, tranche, tranchet, trench, trenchancy, trenchant, truncate, truncation, truncheon, trunk, trunnion"
tryp-,bore,Greek,"trepan, trypanophobia, trypanosome"
tum-,be swollen,Latin,"detumescence, detumescent, intumescence, tumefacient, tumefaction, tumesce, tumescence, tumescent, tumid, tumidity, tumor, tumorous, tumular, tumulose, tumulous, tumult, tumultuary, tumultuous, tumulus"
turb-,disturb,Latin,"disturb, disturbance, nonperturbative, perturb, perturbance, perturbation, perturbative, trouble, troublous, turbid, turbidity, turbinate, turbine, turbulence, turbulent"
tuss-,cough,Latin,"pertussis, tussive"
tymb-,mound,Greek,"entomb, tomb"
tympan-,drum,Greek,"timbre, timpanist, tympani, tympanum"
typ- (ΤΥΠ),"stamp, model",Greek,"allotype, archetype, ecotype, ectype, epitype, ergatotype, heterotype, heterotypic, holotype, homeotypic, homotype, homotypic, isosyntype, isotype, lectotype, logotype, monotypic, neotype, paralectotype, paratype, phenotype, prototype, schizotypic, syntype, type, typography, typology"
typh-,smoke,Greek,"typhoid, typhous, typhus"
tyrann-,"terrible, tyrant",Greek,"tyrannize, tyrannosaurus, tyranny, tyrant"
uber-,"fruitful, udder",Latin,"exuberance, exuberant, exuberate, uberous, uberty"
uligin-,in marshes,Latin,uliginous
ul-,gums,Greek,ulorrhea
ul-,woolly,Greek,Ulotrichi
ultim-,farthest,Latin,"ultimate, ultimatum"
ultra-,beyond,Latin,ultrasonic
umbilic-,navel,Latin,"umbilical, umbilicate, umbilication"
umbr-,"shade, shadow",Latin,"adumbral, adumbrant, adumbrate, adumbration, adumbrative, antumbra, inumbrate, obumbrant, obumbrate, obumbration, penumbra, penumbral, somber, sombrero, subumbellate, umbel, umbellate, umbelliferous, umbelliform, umbellulate, umbellule, umber, umbra, umbraculum, umbrage, umbrageous, umbral, umbrella, umbriferous, umbrose"
un-,one,Latin,"adunation, biunique, coadunate, coadunation, disunite, disunity, malunion, nonuniform, nonuniformity, nonunion, nonunique, nonunity, onion, reunification, reunion, reunite, triune, unanimous, unary, unate, unicorn, unific, unification, uniform, uniformity, unify, union, unique, unite, unity, universal, universe, university"
unc-,hook,Latin,"adunc, aduncity, aduncous, unciform, Uncinaria, uncinate, Uncinia"
unci-,"ounce, twelfth",Latin,"inch, ounce, quincuncial, semiuncial, uncial"
und-,wave,Latin,"abound, abundance, abundant, inundant, inundate, inundation, redound, redundancy, redundant, superabound, superabundance, superabundant, surround, undine, undulant, undulate, undulation, undulatory, undulatus, undulose"
undecim-,eleventh,Latin,undecimal
unden-,eleven each,Latin,undenary
ungu-,"claw, hoof, nail",Latin,"ungual, unguiferous, unguiform, ungular, ungulate, unguligrade"
ur-,tail,Greek,"anthurium, Anura, brachyurous, colure, cynosure, Diplura, Protura, uroborus, urochord, uroid, uropod"
ur-,urine,Greek,"antidiuretic, cystinuria, diuresis, diuretic, dysuria, enuresis, homocystinuria, lithuresis, polyurea, polyuria, strangury, uraemia/uremia, urea, uremic, uresiesthesia, uresis, ureter, ureteroscopy, urethra, urology"
uran-,"heaven, sky",Greek,"uraninite, uranium, uranography, uranology, uranometry, uranophobia, Uranus"
urb-,city,Latin,"conurbation, exurb, exurban, interurban, inurbane, inurbanity, nonurban, suburb, suburban, suburbanite, urban, urbane, urbanity"
urg-,work,Latin,"urgency, urgent, urge, urger"
urs-,bear,Latin,"Ursa Major, ursine, Ursus"
"ut-, us-",use,Latin,"abuse, disuse, use, usual, utilitarian, utility"
uv-,grape,Latin,"uvea, uvula"
uxor-,wife,Latin,uxoricide
vac-,empty,Latin,"evacuate, vacancy, vacant, vacate, vacation, vacuous, vacuum"
vacc-,cow,Latin,"vaccary, vaccination, vaccine"
vacil-,waver,Latin,"vacillate, vacillation"
"vad-, vas-",go,Latin,"evade, pervasive"
vag-,wander,Latin,"vagabond, vague"
val-,"strength, worth",Latin,"ambivalence, avail, equivalent, evaluate, prevail, valence, valiant, valid, valor, value"
van-,"empty, vain, idle",Latin,"evanescent, vain, vanish, vanity"
vap-,steam,Latin,"evaporate, evaporation, evaporative, evaporator, evaporite, nonevaporative, vapid, vapidity, vapor, vaporescence, vaporescent, vaporific, vaporous"
vas-,vessel,Latin,"vascular, vase, vasectomy, vessel"
vari-,vary,Latin,"bivariate, covariate, covariation, intervarietal, invariable, invariance, invariant, variable, variance, variant, variate, variation, variegate, varietal, variety, variola, variolation, variorum, various, vary"
varic-,straddle,Latin,prevaricate
"veh-, vect-",carry,Latin,"invective, inveigh, vector, vehement, vehicle"
vel-,veil,Latin,"revelation, velate"
"vell-, vuls-",pull,Latin,convulsion
veloc-,quick,Latin,velocity
ven-,vein,Latin,"intravenous, venosity, venule"
ven-,poison,Latin,"antivenomous, veneniferous, venom"
ven-,hunt,Latin,venison
"ven-, vent-",come,Latin,"advent, adventure, avenue, circumvent, contravene, convene, convenient, convention, event, intervene, intervention, invent, prevent, revenue, souvenir, supervene, venue, venture"
vend-,sell,Latin,"vend, vendor"
vener-,respectful,Latin,"venerable, veneration, venereal"
vent-,wind,Latin,"ventilation, ventilator"
ventr-,belly,Latin,ventral
ver-,true,Latin,"aver, veracious, verdict, verify, verisimilar, verisimilitude, verity, very"
verb-,word,Latin,"verbal, verbatim, verbosity"
verber-,whip,Latin,reverberation
verm-,worm,Latin,"vermicompost, vermiculite, vermiform, vermin"
vern-,spring,Latin,vernal
"vers-, vert-",turn,Latin,"adverse, adversity, advertise, anniversary, avert, controversy, controvert, conversant, conversation, converse, convert, diversify, divert, extrovert, introvert, inverse, invert, perverse, pervert, reverse, revert, subvert, tergiversate, transverse, universe, versatile, verse, version, versus, vertebra, vertex, vertical, vertigo"
vesic-,bladder,Latin,vesical
vesper-,"evening, western",Latin,vesperal
vest-,"clothing, garment",Latin,"divest, invest, investiture, transvestite, travesty, vest, vestibule, vestment"
vestig-,track,Latin,"investigate, vestigial"
vet-,forbid,Latin,veto
veter-,old,Latin,"inveterate, veteran"
vi-,way,Latin,"deviate, obviate, obvious, via"
vic-,change,Latin,"vicar, vicarious, vice versa, vicissitude"
"vicen-, vigen-",twenty each,Latin,vicenary
"vicesim-, vigesim-",twentieth,Latin,"vicesimary, vicesimation, vigesimal"
"vid-, vis-",see,Latin,"advice, advisable, advise, advisement, advisor, advisory, clairvoyance, clairvoyant, counterview, enviable, envious, envisage, envisagement, envision, envy, evidence, evident, evidential, evidentiality, evidentiary, improvidence, improvident, improvisation, improvisational, improvise, imprudence, imprudent, inadvisable, inevident, interview, interviewee, invidious, invisibility, invisible, nonevidentiary, nonsupervisory, nonvisual, preview, previse, provide, providence, provident, provision, provisional, provisionality, proviso, provisory, prudence, prudent, prudential, purvey, purveyance, purveyor, purview, review, reviewal, revisal, revise, revision, revisionary, revisit, supervise, supervision, supervisor, supervisory, survey, surveyor, surview, survise, videlicet, video, view, vis-à-vis, visa, visage, visibility, visible, vision, visionary, visit, visitation, visor, vista, visual, visuality, voilà, voyeur"
vigil-,watchful,Latin,"invigilate, reveille, surveillance, vigil, vigilance, vigilant, vigilante"
vil-,cheap,Latin,"revile, vile, vilify"
vill-,country house,Latin,"villa, village, villain"
vill-,shaggy hair,Latin,"intervillous, velour, velvet, villiform, villose, villosity, villous, villus"
vin-,wine,Latin,"vigneron, vignette, vinaceous, vinaigrette, vine, vineal, vinegar, viniculture, vinosity, vinous"
"vinc-, vict-",conquer,Latin,"convict, conviction, convince, evict, evince, invincible, province, vanquish, vanquishment, victor, victorious, victory"
vind-,"to punish, avenge",Latin,"avenge, revanchism, revenge, vendetta, venge, vengeance, vengeful, vindicate, vindictive"
viol-,violence,Latin,"violation, violence"
vir-,man,Latin,"decemvir, decemvirate, duumvirate, quadrumvirate, septemvir, septemvirate, triumvir, triumvirate, vigintivirate, virago, virile, virilescence, virility, virilocal, virilocality, virtual, virtuality, virtue, virtuosity, virtuoso, virtuous"
vir-,green,Latin,"verdure, virid, viridescent, viridian, viridity"
vir-,"poison, venom",Latin,"retroviral, retrovirus, rotavirus, togavirus, viral, virality, viricidal, viricide, virucidal, virucide, virulence, virulent, virus"
virg-,"rod, twig",Latin,"virga, virgate, virgula, virgularian, virgulate, virgule"
virgin-,maiden,Latin,"virgin, virginal, virginity, Virgoan"
visc-,thick,Latin,viscosity
viscer-,internal organ,Latin,"eviscerate, visceral"
vit-,life,Latin,"vital, vitality, vitamin"
vitell-,yolk,Latin,vitellogenesis
viti-,fault,Latin,"vice, vitiate, vicious, vituperate"
vitr-,glass,Latin,"vitreous, vitrification, vitriol, virtine"
viv-,live,Latin,"convivial, revive, survive, viable, victual, vivacious, vivacity, vivid, vivisection"
voc-,"call, voice",Latin,"advocacy, advocate, advocation, advocator, advocatory, advoke, advowson, avocation, avouch, avow, avowal, avowry, convocate, convocation, convocator, convoke, disavow, disavowal, equivocal, equivocate, equivocation, evocable, evocation, evocative, evocator, evoke, invocable, invocate, invocation, invocative, invocator, invoke, prevocational, provocate, provocateur, provocation, provocative, provocator, provoke, reavow, reinvoke, revocable, revocation, revoke, vocabulary, vocal, vocation, vocational, vocative, vociferous, voice, vouch, vouchee, voucher, vouchsafe"
vol-,fly,Latin,"avolation, circumvolant, circumvolation, nonvolatile, volatile, volatility, volitant, volitation"
vol-,will,Latin,"benevolence, benevolent, involuntary, malevolence, malevolent, omnibenevolence, velleity, volitient, volition, volitional, volitive, voluntary, Voluntaryism, volunteer, voluptuary, voluptuous"
"volv-, volut-",roll,Latin,"advolution, archivolt, circumvolute, circumvolution, circumvolve, coevolution, coevolutionary, coevolve, convolute, convolution, devolve, evolve, involve, revolve, valve, vault, volte, voluble, volume, voluminous, volva, Volvox, volvulus, voussoir, vulva"
vom-,discharge,Latin,"vomit, vomition, vomitory, vomitus"
"vor-, vorac-",swallow,Latin,"carnivore, carnivorous, devoration, devoré, devour, herbivore, herbivorous, locavore, omnivore, omnivorous, voracious, voracity, voraginous"
"vov-, vot-",vow,Latin,"devote, devotee, devotion, devotional, devout, devolve, devow, votary, vote, votive, vow"
vulg-,crowd,Latin,"divulge, vulgarity, vulgate"
vulner-,wound,Latin,vulnerable
vulp-,fox,Latin,vulpine
zel-,"jealousy, zeal",Greek,"zeal, zealot, zealous"
zema-,boil,Greek,"apozema, eczema, eczematous"
zephyr-,west wind,Greek,zephyr
zet-,"Z, z",Greek,"zed, zeta"
zete-,seek,Greek,zetetic
zizyph-,jujube,Greek,Ziziphus
zo-,"animal, living being",Greek,"anthrozoology, azoic, azotemia, cryptozoology, ectozoon, entozoon, epizoon, Eumetazoa, Mesozoic, Metazoa, protozoa, zoanthropy, zodiac, zoic, zoo, zoochore, zoogamete, zoogeography, zooid/zoöid, zoologic, zoology, zoomorphism, zoon, zoonosis, zoophagy, zoopoetics, zoospore, zootoxin, zooxanthella"
zon-,"belt, girdle",Greek,"phylozone, zonal, zone, zonohedron, zonotope, zoster"
zyg- (ΖΥΓ),yoke,Greek,"azygous, diazeugma, dizygotic, heterozygote, heterozygous, hyperzeuxis, hypozeugma, hypozeuxis, mesozeugma, monozygotic, prozeugma, synezeugmenon, zeugitae, zeugma, zygoma, zygomorphic, zygomorphism, zygomycosis, zygomycota, zygon, Zygoptera, zygote"
zym-,ferment,Greek,"alloenzyme, azyme, azymite, enzyme, lysozyme, microzyme, zymase, zyme, zymogen, zymology, zymolysis, zymosis, zymotic, zymurgy"
